,bookingID,label
4060,386547056759,0
4064,343597383834,0
4065,300647710785,0
4067,137438953615,0
4069,1700807049255,0
4071,197568495750,0
4074,51539607665,0
4075,1649267441795,0
4076,60129542279,1
4077,1520418422892,0
4080,1013612281920,0
4081,1314259992701,1
4084,747324309554,0
4088,609885356164,0
4090,704374636608,0
4092,644245094570,0
4093,1125281431715,0
4094,764504178756,1
4095,1013612281918,0
4096,481036337230,0
4097,807453851697,0
4098,188978561108,0
4099,1537598292085,0
4101,893353197635,0
4102,1133871366261,0
4103,833223655578,0
4104,1365799600181,0
4105,309237645382,0
4110,652835029047,0
4111,1133871366229,0
4112,1142461300862,0
4113,369367187586,0
4114,695784702102,0
4115,738734374956,0
4117,936302870590,0
4119,970662609023,0
4121,1202590843049,1
4123,936302870610,0
4125,506806140999,0
4129,112,0
4130,1082331758734,0
4139,446676598791,0
4142,1288490188945,0
4143,128849018912,0
4149,910533066819,0
4153,558345748559,0
4156,1314259992680,0
4157,1417339207718,0
4158,1211180777616,0
4160,592705486962,1
4165,1133871366260,0
4167,1288490188938,0
4168,472446402702,0
4171,1400159338539,1
4172,695784702049,0
4174,1202590842969,1
4175,1254130450448,0
4178,1408749273090,0
4179,188978561052,0
4180,670014898276,0
4181,618475290730,0
4182,151,0
4184,962072674359,0
4186,1374389534803,0
4187,1374389534872,0
4188,936302870615,0
4189,764504178834,0
4190,1374389534875,0
4191,953482739784,0
4192,283467841701,1
4193,1571958030486,0
4195,1228360646690,0
4196,180388626612,0
4198,395136991292,0
4201,180388626569,0
4202,1425929142435,0
4205,1013612281921,0
4207,1486058684450,0
4210,1683627180070,0
4212,137438953520,0
4213,34359738417,0
4215,60129542170,0
4218,27,0
4221,996432412685,0
4223,704374636560,0
4226,1477468749942,0
4227,515396075676,1
4229,858993459281,0
4231,652835029081,0
4233,1228360646740,0
4234,1090921693196,0
4235,120259084351,0
4236,188978561170,0
4237,721554505733,0
4238,44,0
4239,77309411450,1
4242,489626271896,1
4243,1099511627800,0
4247,1030792151045,1
4248,1013612282032,0
4251,180388626491,0
4252,481036337196,0
4255,103079215168,1
4256,412316860457,0
4259,858993459211,0
4262,1683627180178,1
4263,188978561079,0
4264,180388626530,1
4265,635655159966,0
4267,1571958030402,0
4268,120259084335,0
4269,635655159899,1
4270,1331439861882,0
4271,446676598884,0
4272,206158430211,1
4274,987842478098,0
4275,635655159857,0
4278,1065151889535,0
4279,1254130450587,1
4283,137438953507,0
4284,103079215205,1
4285,858993459262,0
4287,180388626617,0
4292,231928234032,0
4293,283467841657,0
4296,188978561038,0
4297,764504178720,1
4298,1065151889566,0
4299,1176821039168,0
4301,678604832947,0
4302,369367187598,0
4304,549755814043,0
4307,481036337309,0
4309,712964571168,0
4313,309237645456,0
4315,249108103173,0
4319,704374636670,0
4323,42949673054,0
4324,609885356169,0
4325,1563368095882,0
4326,893353197645,0
4327,1374389534791,0
4329,893353197613,0
4335,627065225342,0
4336,1529008357496,0
4337,979252543572,0
4342,51539607603,0
4343,1503238553652,0
4344,1314259992633,0
4347,1700807049395,1
4348,120259084299,0
4349,738734374981,1
4350,816043786304,0
4351,755914244150,0
4352,1133871366213,1
4353,816043786347,0
4354,352187318308,0
4357,369367187482,0
4358,420906795146,1
4360,816043786264,0
4363,154618822659,0
4364,1013612281868,0
4365,850403524658,0
4366,42949673006,0
4370,1305670058116,1
4371,635655159937,0
4372,1700807049234,0
4375,1365799600263,0
4376,1228360646676,0
4377,231928234019,0
4378,60129542209,0
4383,171798691966,1
4385,833223655466,0
4386,1022202216546,0
4387,1322849927225,0
4392,455266533404,0
4393,489626271820,0
4394,309237645432,0
4395,1116691497121,0
4397,1022202216585,0
4398,412316860554,0
4399,1640677507240,1
4401,1005022347289,0
4405,798863917121,0
4411,412316860507,0
4413,1589137899550,0
4417,1357209665558,0
4418,395136991273,0
4419,1013612281914,0
4420,850403524664,0
4421,481036337304,0
4422,429496729758,0
4423,1649267441774,0
4424,962072674485,0
4427,876173328519,1
4429,738734375002,1
4430,1520418422792,0
4432,1434519077004,0
4433,1159641170065,0
4435,1348619730953,0
4436,1211180777647,0
4440,1460288880742,0
4441,541165879337,0
4443,180388626462,0
4444,541165879331,0
4448,360777252906,0
4453,1194000908400,0
4457,1606317768837,1
4458,197568495636,1
4459,257698037787,0
4460,575525617767,1
4461,369367187610,0
4463,1065151889540,1
4464,867583393853,0
4469,1589137899569,0
4472,300647710871,0
4477,120259084390,0
4479,300647710805,1
4481,1400159338573,1
4482,1486058684484,0
4483,798863917145,0
4485,1168231104528,0
4486,1133871366304,1
4490,901943132178,0
4493,240518168672,0
4495,1417339207689,0
4497,1194000908418,1
4501,1511828488204,0
4502,154618822839,1
4503,77309411417,0
4504,695784702089,0
4506,1425929142313,0
4507,1554778161163,0
4511,721554505806,0
4513,206158430287,0
4517,369367187622,1
4521,764504178741,0
4523,506806140970,0
4524,1142461300740,0
4526,1683627180115,0
4527,1133871366235,0
4528,1159641170017,1
4530,369367187470,0
4531,42949673079,0
4532,25769803818,0
4535,292057776243,0
4536,541165879470,1
4538,850403524711,0
4539,188978561152,0
4540,1322849927267,1
4542,670014898353,0
4543,1451698946197,0
4544,575525617760,0
4545,146028888073,0
4546,876173328473,0
4548,1417339207697,0
4551,352187318391,0
4553,1503238553680,0
4554,1657857376386,0
4555,85899346073,0
4558,1365799600137,0
4559,712964571257,1
4560,979252543516,0
4561,412316860466,0
4572,652835029057,0
4574,704374636637,0
4575,231928234129,0
4577,1537598292104,0
4579,798863917163,0
4580,1597727834224,0
4581,1529008357457,0
4582,1494648619010,1
4584,730144440484,0
4585,1563368095888,0
4586,1571958030497,0
4588,652835029032,0
4590,755914244117,0
4591,103079215163,0
4592,979252543551,0
4593,824633720900,0
4595,1666447310969,0
4596,644245094465,0
4597,94489280528,0
4598,197568495629,0
4600,1460288880755,0
4603,197568495800,0
4606,429496729622,0
4608,575525617781,0
4609,231928234021,0
4610,1340029796518,0
4611,25769803820,0
4615,343597383776,0
4618,369367187616,0
4619,1022202216495,0
4624,223338299429,0
4626,1425929142455,0
4627,240518168677,1
4628,42949673110,0
4629,1322849927322,0
4632,34359738378,0
4634,395136991364,0
4636,1417339207803,0
4638,1116691497017,0
4641,154618822664,1
4643,1374389534886,0
4645,352187318302,0
4647,8589934624,0
4653,1194000908375,1
4656,661424963633,0
4659,858993459274,0
4660,627065225236,0
4662,867583393868,0
4663,1099511627946,1
4664,1065151889579,1
4666,420906795010,0
4668,1417339207715,0
4670,1176821039173,0
4671,1116691497067,0
4673,1460288880703,0
4674,403726925993,0
4675,317827580080,0
4677,283467841596,0
4678,1391569404028,1
4679,721554505893,0
4680,154618822740,1
4681,541165879466,0
4683,1537598292121,0
4684,1176821039125,0
4685,609885356108,0
4686,1340029796493,1
4687,77309411345,0
4690,1340029796502,0
4697,979252543524,0
4698,1322849927333,0
4701,1477468749858,1
4702,798863917083,0
4704,429496729606,0
4705,592705486885,0
4706,309237645400,0
4707,369367187501,1
4711,532575944812,1
4713,953482739799,0
4714,893353197696,0
4718,60129542210,1
4719,515396075597,0
4723,1511828488249,0
4726,841813590063,0
4728,1589137899699,0
4729,1571958030377,0
4730,1563368095769,0
4733,1090921693299,0
4736,463856468000,0
4737,566935683211,0
4740,1254130450469,0
4742,1099511627829,0
4743,824633720886,0
4744,1331439861901,0
4745,1451698946125,0
4747,1211180777579,0
4748,1194000908399,0
4751,1125281431630,0
4755,369367187534,0
4756,704374636575,0
4757,901943132330,0
4759,1597727834239,0
4760,1047972020243,1
4762,1142461300788,0
4766,1168231104673,0
4769,584115552416,0
4771,1065151889586,0
4772,893353197737,0
4773,8589934749,1
4774,1520418422821,0
4775,618475290679,0
4777,335007449147,1
4780,111669149853,0
4783,635655159886,0
4785,704374636551,0
4786,257698037869,0
4787,652835029153,0
4788,154618822669,0
4789,1142461300753,0
4790,283467841668,1
4792,1314259992618,1
4794,798863917223,1
4796,1073741824106,0
4797,833223655427,0
4798,1331439861881,1
4799,360777253006,0
4800,962072674377,1
4803,403726925938,0
4804,1151051235369,1
4805,369367187495,0
4808,171798691938,0
4810,996432412799,1
4811,343597383802,0
4812,773094113398,0
4813,549755814057,0
4815,1520418422934,0
4816,1571958030412,0
4817,953482739766,0
4818,1288490188950,0
4819,395136991314,0
4821,420906795094,1
4823,472446402571,0
4824,592705486873,1
4825,1417339207777,0
4827,1013612282003,1
4828,1133871366198,0
4829,386547056707,0
4830,738734374977,0
4831,137438953510,0
4832,1417339207708,0
4833,798863917177,0
4834,678604832920,0
4839,214748364928,0
4840,773094113286,0
4843,163208757378,0
4844,1219770712166,1
4845,498216206367,0
4849,1168231104559,0
4850,103079215231,1
4851,1073741824116,0
4852,962072674391,0
4853,1477468749844,0
4854,1657857376399,0
4858,498216206485,0
4859,369367187540,1
4860,1640677507083,1
4861,1374389534850,1
4863,541165879338,0
4864,240518168731,1
4865,618475290627,0
4869,1133871366153,0
4871,901943132302,0
4872,1460288880799,0
4873,824633720868,0
4874,506806141093,0
4878,1340029796426,0
4881,858993459201,0
4882,592705486881,0
4883,1537598292020,0
4884,1065151889591,0
4885,858993459226,0
4890,1494648619151,0
4891,1340029796357,0
4892,601295421445,0
4895,1675037245495,0
4896,1279900254346,1
4900,1606317768729,0
4902,1228360646704,0
4905,249108103295,0
4909,566935683194,0
4913,1666447310858,0
4916,1279900254282,1
4918,1271310319619,1
4919,678604832835,0
4920,420906795140,0
4921,635655159853,0
4922,223338299427,0
4923,1451698946071,0
4925,1520418422970,1
4926,1623497638006,0
4928,1657857376384,0
4929,77309411390,1
4930,687194767417,1
4933,927712936012,0
4935,953482739837,1
4936,1391569403973,0
4937,343597383798,1
4938,1099511627793,0
4939,420906795072,0
4942,575525617806,0
4943,738734375048,0
4944,446676598879,0
4947,1288490188920,1
4948,223338299502,0
4950,455266533407,0
4951,231928234054,0
4952,670014898198,0
4953,472446402620,0
4955,1116691496964,0
4960,1451698946129,0
4962,609885356056,0
4964,343597383786,0
4965,197568495668,1
4966,180388626597,0
4967,687194767512,1
4971,120259084417,0
4972,1185410973701,0
4973,755914244249,0
4976,1271310319773,1
4977,42949673077,0
4979,592705487027,0
4980,919123001362,0
4983,403726925979,0
4985,1357209665669,1
4987,592705486868,0
4989,369367187487,0
4992,1494648619034,0
4994,1340029796439,0
4995,609885356172,0
4997,721554505782,0
4998,1417339207814,0
4999,1606317768814,0
5001,1520418422843,0
5003,1683627180041,0
5004,1168231104685,0
5005,1597727834160,0
5007,1537598292086,0
5008,343597383824,0
5009,704374636581,0
5010,412316860592,0
5011,721554505743,0
5012,1194000908357,0
5013,1305670058103,0
5015,42949672999,1
5016,498216206387,0
5019,1305670058029,0
5020,326417514531,0
5022,670014898253,0
5023,575525617750,1
5024,575525617773,0
5030,1365799600279,0
5031,635655159916,0
5032,1417339207724,0
5037,489626271753,0
5040,352187318408,0
5042,764504178827,0
5045,661424963707,0
5046,1288490188946,0
5048,163208757288,0
5051,1125281431719,0
5052,1434519076990,0
5053,1434519076920,0
5054,1133871366219,0
5056,1073741824024,0
5057,506806141016,0
5058,352187318430,0
5059,670014898259,0
5063,146028888242,0
5064,498216206352,0
5066,326417514497,0
5067,1606317768743,0
5068,575525617765,0
5070,841813590174,0
5072,489626271817,0
5073,1133871366265,1
5074,1219770712105,1
5075,1365799600162,0
5078,360777252896,1
5079,996432412712,0
5081,1288490188862,0
5083,867583393925,0
5084,962072674366,0
5088,412316860544,0
5089,77309411493,0
5094,180388626518,0
5095,326417514647,1
5097,171798691908,0
5098,944892805278,1
5100,154618822671,0
5104,34359738446,0
5105,103079215220,0
5107,807453851798,0
5108,1486058684559,0
5109,1443109011596,0
5113,498216206432,0
5116,25769803797,0
5118,1606317768731,0
5120,146028888220,0
5121,730144440450,0
5123,936302870544,1
5128,1520418422950,0
5132,489626271901,0
5133,180388626596,0
5134,103079215194,0
5136,1348619731085,1
5138,1133871366236,0
5139,231928234145,0
5140,1451698946155,0
5141,936302870533,0
5145,712964571191,0
5146,575525617718,0
5147,85899345924,0
5148,455266533395,0
5153,1176821039126,1
5154,1365799600132,0
5156,257698037898,0
5158,1116691496975,0
5159,1486058684513,0
5161,1374389534742,0
5162,1666447310879,1
5163,1563368095838,0
5164,1520418422842,0
5165,85899346014,0
5166,601295421611,1
5167,1030792151170,0
5169,1331439861891,0
5170,1511828488278,1
5171,575525617664,1
5173,326417514605,0
5175,94489280692,0
5176,1606317768718,0
5178,618475290708,0
5180,584115552354,1
5181,541165879417,1
5182,146028888096,0
5184,833223655547,0
5185,1314259992604,0
5186,936302870636,0
5188,1683627180039,0
5189,231928234080,0
5190,1511828488222,0
5192,6,0
5193,171798691911,0
5194,240518168643,1
5196,747324309545,1
5202,180388626567,0
5203,1563368095751,1
5204,420906795036,0
5205,335007449116,0
5206,1382979469432,0
5207,1322849927215,1
5208,1228360646812,1
5209,1666447310956,0
5210,34359738405,0
5211,532575944807,1
5212,1194000908335,1
5213,120259084332,0
5214,403726925974,0
5217,1606317768789,0
5218,1494648619063,0
5219,1571958030494,0
5220,1022202216584,0
5222,936302870542,0
5224,249108103344,1
5225,927712935990,0
5226,1408749273232,1
5228,773094113280,0
5229,137438953588,0
5232,1202590842983,1
5235,816043786333,0
5237,575525617728,0
5238,231928234048,0
5239,197568495763,0
5240,1554778161275,0
5242,1546188226727,1
5246,1168231104661,0
5247,1606317768750,0
5249,1675037245456,0
5252,180388626496,1
5253,188978561184,0
5255,1176821039236,0
5256,1228360646807,0
5258,730144440369,0
5259,996432412713,0
5264,1365799600254,0
5266,506806141045,0
5267,146028888243,0
5268,335007449221,1
5269,609885356071,0
5270,1125281431716,0
5271,670014898216,0
5272,884763262986,0
5273,1340029796453,0
5277,1176821039166,0
5278,1133871366262,0
5280,867583393797,0
5281,1503238553780,0
5284,111669149876,1
5288,77309411492,0
5289,1030792151173,0
5292,798863917120,0
5293,1022202216471,1
5296,94489280678,0
5298,704374636579,0
5299,1151051235467,1
5302,1357209665572,0
5303,257698037837,0
5304,833223655533,0
5306,146028888158,0
5308,1700807049406,0
5309,1666447310959,1
5310,309237645396,0
5313,1099511627786,1
5314,309237645437,0
5316,1133871366322,0
5317,137438953483,0
5321,1331439861884,0
5325,137438953550,0
5326,51539607564,0
5328,1675037245578,0
5329,1262720385146,1
5331,541165879388,1
5333,128849018946,0
5334,712964571237,0
5335,953482739815,0
5337,1683627180127,1
5338,1305670058112,0
5339,1065151889494,0
5340,996432412765,0
5342,1494648619195,1
5343,1022202216600,0
5351,420906795165,0
5352,1477468749943,0
5353,8589934607,0
5355,94489280587,0
5359,738734375024,0
5361,1537598292065,0
5362,1133871366274,0
5364,678604832854,0
5365,627065225254,0
5366,962072674447,0
5370,996432412715,0
5372,1511828488274,0
5373,386547056755,0
5376,1348619731038,0
5378,584115552264,0
5379,377957122091,1
5380,180388626560,1
5385,549755813934,0
5388,1305670058059,0
5389,1700807049338,0
5390,635655159952,0
5391,893353197620,0
5392,1236950581250,1
5394,1142461300838,0
5397,1443109011459,0
5398,1099511627832,0
5399,1417339207768,0
5400,1030792151066,0
5401,498216206452,0
5402,1340029796361,0
5403,1228360646801,0
5405,1494648619194,0
5407,627065225287,0
5408,1228360646741,0
5409,721554505866,0
5412,1494648619165,0
5413,412316860557,0
5414,1194000908419,0
5415,137438953482,0
5419,8589934679,0
5422,1571958030394,0
5424,1606317768776,0
5425,1228360646672,0
5427,300647710831,0
5428,541165879308,0
5429,223338299536,0
5431,678604832948,0
5434,987842478080,1
5436,755914244157,0
5439,1159641169959,0
5440,326417514560,0
5441,68719476845,0
5445,816043786277,0
5450,901943132303,0
5451,1657857376298,1
5452,996432412677,0
5453,678604832816,1
5456,1211180777605,1
5458,103079215197,0
5462,377957122149,0
5464,1022202216505,1
5466,137438953488,0
5468,489626271773,0
5470,919123001388,0
5471,506806141079,1
5474,1460288880725,0
5475,850403524687,0
5478,68719476736,1
5481,1494648619119,0
5482,1211180777614,1
5483,171798691975,0
5486,163208757417,0
5490,515396075702,1
5491,1202590842891,1
5493,893353197644,0
5494,893353197616,0
5495,747324309519,0
5497,1400159338638,1
5500,188978561102,0
5504,1589137899682,0
5505,42949672980,0
5509,1554778161186,0
5510,919123001387,0
5516,300647710802,0
5519,103079215244,0
5520,1288490188965,1
5522,1125281431574,0
5523,1700807049282,0
5527,764504178688,0
5528,1657857376344,0
5529,1374389534801,0
5530,1322849927329,0
5531,300647710850,0
5532,558345748572,0
5533,1073741824149,1
5534,1219770712207,1
5536,137438953516,0
5540,1176821039144,0
5541,627065225228,0
5542,231928234143,0
5543,1365799600201,0
5544,412316860538,0
5547,377957122137,0
5548,34359738375,0
5550,1039382085693,1
5552,798863917201,0
5553,1425929142401,1
5555,206158430313,0
5556,1108101562502,0
5559,816043786314,1
5563,627065225354,0
5564,1486058684500,0
5567,489626271815,1
5568,506806141044,0
5569,1005022347359,0
5570,575525617693,0
5571,1142461300806,0
5572,1529008357487,0
5573,111669149778,0
5581,231928233991,1
5583,68719476739,0
5585,1176821039164,0
5587,1640677507140,1
5588,635655159953,0
5594,360777252923,0
5599,481036337240,0
5600,816043786354,0
5601,1494648619155,1
5602,1614907703321,1
5603,1589137899533,0
5606,987842478154,1
5607,240518168632,0
5608,1365799600169,0
5609,1554778161272,0
5610,996432412706,0
5615,575525617739,0
5617,171798691882,0
5621,1382979469394,1
5622,738734375043,1
5623,506806141021,0
5626,773094113366,0
5627,343597383827,0
5629,77309411413,1
5630,747324309597,0
5632,901943132267,0
5637,1194000908334,1
5642,283467841626,0
5643,661424963657,0
5644,403726925923,1
5645,1348619730961,0
5647,197568495642,0
5648,1125281431635,0
5649,1322849927229,0
5650,180388626474,0
5652,1116691496961,0
5658,1443109011609,0
5659,1486058684531,0
5660,412316860421,0
5668,1425929142402,0
5673,463856468077,0
5674,223338299571,1
5675,369367187544,0
5676,1357209665618,1
5681,343597383739,0
5685,1400159338647,1
5686,884763262976,0
5689,833223655563,1
5690,1073741824056,0
5693,455266533466,0
5694,747324309643,1
5695,747324309633,0
5696,386547056694,0
5700,755914244256,0
5702,1657857376288,0
5703,850403524716,0
5704,1451698946124,0
5705,1675037245602,0
5706,1116691497050,0
5708,1391569403946,0
5709,429496729757,0
5710,515396075528,0
5711,1262720385102,1
5716,1090921693322,0
5717,369367187624,1
5718,1090921693239,0
5719,962072674411,0
5720,172,1
5724,1013612281910,0
5726,919123001351,0
5729,1563368095851,0
5730,188978561081,0
5731,481036337163,0
5733,1511828488339,0
5734,1374389534864,0
5735,498216206457,1
5737,1125281431690,0
5739,137438953531,0
5740,1348619731105,0
5742,515396075689,0
5743,1082331758625,0
5745,481036337248,0
5747,584115552310,1
5748,292057776257,0
5751,257698037882,0
5754,609885356068,0
5758,807453851744,0
5759,1511828488220,0
5762,927712935987,0
5764,403726925855,0
5770,1288490188846,0
5773,257698037851,0
5777,730144440354,0
5780,1434519077058,0
5782,335007449108,0
5783,1065151889572,0
5785,541165879419,0
5795,231928234014,0
5797,1589137899544,0
5798,1623497637939,1
5799,1116691497123,1
5801,1073741824069,0
5802,1451698946212,0
5803,1073741824025,0
5804,249108103293,0
5807,1486058684460,0
5808,335007449189,0
5810,730144440442,0
5811,592705487021,0
5814,420906795029,0
5815,1099511627892,1
5817,1503238553777,0
5820,1357209665548,0
5822,833223655468,0
5824,618475290796,1
5825,1683627180118,0
5827,1365799600208,1
5828,352187318292,0
5830,231928234147,0
5831,661424963730,1
5838,34359738432,0
5839,1425929142274,0
5840,1185410973850,0
5842,481036337314,0
5844,120259084420,0
5846,171798691851,1
5847,627065225326,0
5848,1503238553612,0
5850,919123001377,0
5851,962072674353,0
5852,575525617817,0
5853,867583393819,0
5855,1700807049300,0
5856,1116691497069,0
5858,335007449227,1
5860,549755813954,0
5862,51539607675,0
5863,1168231104568,0
5866,60129542167,0
5867,927712936028,0
5868,1537598292116,0
5869,429496729653,0
5870,1520418422826,0
5874,1529008357466,0
5875,240518168629,1
5876,1305670058022,0
5878,429496729695,0
5880,481036337241,1
5882,51539607611,0
5883,1597727834167,0
5884,1468878815294,0
5885,317827580006,0
5887,1108101562501,1
5888,1468878815389,0
5891,936302870600,0
5892,1503238553691,1
5898,446676598802,1
5899,403726925937,0
5900,893353197609,0
5901,996432412757,0
5902,764504178816,1
5903,498216206351,0
5908,1116691497044,1
5914,1065151889531,1
5915,876173328494,0
5917,146028888247,0
5918,558345748516,0
5919,953482739840,0
5921,798863917156,0
5922,1168231104589,0
5923,1460288880721,0
5926,1382979469366,1
5927,1322849927341,0
5929,575525617668,0
5930,34359738386,0
5931,661424963609,1
5933,910533066851,0
5934,575525617683,0
5937,317827580031,0
5942,1082331758701,0
5944,1683627180107,0
5945,188978561047,0
5946,1700807049315,1
5948,360777252927,0
5950,1683627180053,0
5951,730144440337,0
5954,1211180777565,0
5955,214748364829,0
5962,558345748625,0
5964,274877907064,1
5968,1408749273106,1
5970,103079215245,1
5971,163208757265,0
5973,1468878815359,0
5975,420906795081,0
5976,1142461300826,0
5977,1563368095867,0
5981,798863917165,0
5982,317827580001,0
5984,841813590048,0
5986,1546188226602,1
5989,661424963621,0
5990,764504178727,0
5991,515396075605,1
5992,927712935991,0
5995,1503238553719,1
5996,661424963650,0
5997,1537598292132,0
5998,1503238553636,1
5999,618475290634,1
6001,163208757263,1
6002,292057776261,0
6004,1331439861930,1
6005,249108103326,0
6006,498216206442,0
6009,1340029796406,0
6010,1666447310926,1
6013,816043786326,0
6017,446676598870,0
6019,1571958030423,0
6020,575525617698,0
6021,360777252870,0
6022,584115552259,1
6023,644245094441,0
6024,1571958030391,0
6027,1082331758617,0
6029,1288490188845,1
6030,455266533449,0
6031,1425929142282,0
6033,1047972020395,1
6034,747324309639,0
6035,549755813984,0
6037,1391569403938,0
6039,936302870534,0
6040,764504178773,1
6043,876173328491,0
6044,927712936079,0
6050,876173328401,0
6052,34359738397,0
6053,1614907703299,1
6054,111669149838,0
6057,34359738396,0
6058,1486058684536,0
6060,1443109011600,0
6061,25769803827,0
6062,163208757401,1
6063,1391569404004,0
6064,730144440448,0
6066,1675037245487,0
6068,197568495653,1
6069,1391569403985,0
6070,515396075543,0
6071,1563368095799,0
6077,747324309670,0
6078,549755813949,0
6079,472446402653,0
6080,824633720946,0
6081,670014898213,0
6083,292057776263,0
6084,1005022347312,0
6085,558345748485,0
6087,326417514521,0
6090,309237645359,0
6095,721554505750,0
6096,1142461300751,0
6099,867583393923,0
6100,884763263097,0
6101,541165879489,0
6106,712964571196,0
6109,558345748612,0
6110,1005022347305,0
6111,1228360646736,0
6112,1443109011571,0
6113,1675037245485,1
6114,1357209665602,0
6115,1537598292022,0
6116,60129542145,1
6120,1022202216587,0
6122,558345748524,0
6123,171798692001,0
6125,180388626529,0
6130,489626271881,0
6131,154618822682,0
6136,764504178723,0
6138,1374389534736,0
6140,962072674462,0
6141,1030792151114,0
6142,1408749273125,1
6146,1563368095774,0
6149,575525617778,1
6150,824633720977,0
6152,292057776176,0
6153,343597383772,1
6162,1451698946073,0
6164,386547056676,0
6165,798863917149,0
6166,738734374922,0
6170,438086664333,0
6171,352187318345,0
6173,1194000908352,0
6174,773094113358,0
6181,292057776143,0
6182,1417339207772,0
6183,1477468749866,0
6184,377957122162,0
6186,1073741824071,0
6187,8589934697,0
6190,858993459300,0
6193,884763263000,0
6194,807453851734,0
6195,292057776154,0
6197,25769803961,0
6200,1357209665551,0
6203,128849018880,0
6205,455266533491,0
6206,326417514559,0
6208,721554505762,0
6209,1537598291980,0
6211,1494648619197,0
6213,1537598292025,0
6216,60129542252,0
6220,1700807049308,1
6221,901943132311,0
6222,506806140978,0
6223,1108101562392,0
6224,446676598798,0
6225,51539607664,0
6226,1039382085774,1
6231,755914244101,0
6233,420906795070,0
6234,1090921693205,0
6235,60129542195,0
6238,1675037245444,0
6239,438086664272,0
6244,412316860535,0
6245,326417514681,0
6246,1408749273131,0
6247,335007449166,0
6248,1185410973829,0
6249,884763263089,0
6250,670014898210,1
6255,1194000908347,1
6256,309237645394,0
6258,369367187588,0
6259,1168231104534,0
6260,996432412790,0
6263,884763263078,0
6265,609885356186,0
6267,558345748640,0
6268,1657857376286,0
6269,1554778161243,0
6270,1494648619189,0
6271,1168231104523,0
6275,25769803908,0
6276,446676598913,0
6277,919123001344,0
6280,979252543536,1
6282,601295421480,0
6283,51539607637,0
6284,1245540515988,1
6286,1348619730952,1
6287,858993459318,0
6288,927712936040,0
6289,1005022347411,0
6290,94489280542,0
6291,412316860465,0
6295,721554505748,0
6297,1486058684420,0
6298,953482739843,0
6300,1305670058080,1
6304,979252543649,0
6306,1159641170016,1
6309,1443109011586,0
6310,1511828488337,0
6312,1477468749881,0
6314,936302870559,0
6315,120259084443,1
6317,257698037838,1
6319,1649267441678,1
6321,687194767395,1
6322,807453851714,0
6324,1005022347367,0
6326,987842478099,0
6327,1365799600295,0
6328,798863917228,0
6332,85899346061,1
6334,996432412723,0
6337,1133871366293,0
6340,910533066772,0
6341,962072674456,0
6342,1047972020339,1
6343,592705486897,0
6344,51539607714,0
6346,738734375006,0
6348,901943132319,0
6350,1494648619111,0
6351,1125281431658,0
6358,1245540515897,1
6359,1520418422859,0
6360,936302870637,0
6361,481036337170,1
6362,1116691497043,1
6363,996432412748,0
6364,223338299392,1
6365,8589934651,0
6366,541165879343,0
6369,231928234089,0
6370,549755813913,0
6372,1125281431597,0
6373,979252543588,0
6376,687194767432,0
6377,979252543621,0
6381,1666447310901,0
6382,1125281431612,0
6383,661424963689,0
6384,833223655606,0
6385,627065225283,0
6387,42949672962,0
6390,584115552315,0
6391,996432412819,0
6395,85899345992,0
6396,1460288880649,0
6397,300647710759,0
6399,180388626516,0
6400,1331439861869,0
6402,1090921693319,0
6403,644245094483,0
6404,755914244241,0
6406,721554505786,0
6407,1520418422951,0
6408,824633720864,0
6409,51539607684,0
6410,25769803813,0
6412,412316860469,0
6413,1005022347397,0
6414,841813590128,1
6415,833223655494,0
6416,798863917074,0
6417,1125281431702,0
6418,103079215195,1
6421,438086664217,0
6422,489626271864,1
6425,1013612281925,0
6426,1219770712120,1
6427,1151051235351,1
6429,1022202216603,0
6430,171798691903,0
6431,1108101562401,0
6433,1657857376324,0
6435,197568495805,0
6437,1176821039233,1
6439,644245094529,0
6440,489626271780,0
6441,1322849927318,0
6442,197568495715,1
6445,1365799600240,1
6446,403726925966,0
6447,180388626594,0
6448,1511828488301,0
6450,1271310319704,1
6451,1254130450518,0
6454,1666447310860,0
6455,463856468096,0
6457,850403524718,1
6458,584115552391,1
6459,687194767453,1
6460,919123001391,0
6461,77309411472,0
6462,1382979469330,0
6465,1365799600290,0
6467,352187318440,0
6468,575525617719,0
6472,240518168710,0
6473,867583393945,0
6474,506806141010,1
6475,670014898314,0
6476,56,0
6478,1597727834144,0
6479,747324309649,0
6480,575525617803,0
6481,1322849927271,0
6482,1374389534784,0
6485,1022202216540,0
6488,1486058684441,0
6489,738734374967,0
6490,893353197688,1
6491,1022202216544,0
6492,584115552372,0
6493,1563368095908,1
6495,549755813939,0
6496,292057776211,0
6499,1537598292028,0
6501,721554505791,0
6502,1159641170054,1
6503,755914244242,0
6504,335007449229,0
6505,841813590077,0
6506,489626271830,0
6507,1142461300832,0
6512,1254130450482,0
6513,1391569404051,1
6514,197568495667,0
6517,962072674445,0
6518,386547056749,0
6520,386547056717,0
6522,773094113437,0
6525,1425929142272,0
6529,1382979469450,0
6530,652835029036,0
6531,188978561060,0
6533,704374636572,0
6534,1571958030443,0
6536,1047972020379,1
6537,300647710723,0
6538,197568495766,1
6539,584115552366,0
6540,1357209665576,0
6543,1065151889493,1
6544,463856468058,0
6545,1657857376338,0
6547,1082331758619,0
6549,1571958030479,0
6552,541165879336,0
6554,77309411412,1
6555,575525617768,1
